"customer_id","recency_days","frequency","monetary","first_purchase_date","last_purchase_date","avg_order_value","region","is_repeat_customer"
"13893BA","218","2","2751.89","2014-04-23","2015-12-27","1375.95","西南区","1"
"13894BA","237","2","2461.89","2014-04-09","2015-12-08","1230.95","西南区","1"
"13895BA","11","2","5855.00","2016-01-20","2016-07-21","2927.50","西南区","1"
"13896BA","2","5","10766.90","2015-10-22","2016-07-30","2153.38","韩国","1"
"13897BA","127","2","2676.90","2015-12-21","2016-03-27","1338.45","西南区","1"
"13898BA","32","2","758.00","2016-04-07","2016-06-30","379.00","西南区","1"
"13899BA","48","2","2676.90","2016-06-02","2016-06-14","1338.45","西北区","1"
"13900BA","88","2","2716.80","2015-08-31","2016-05-05","1358.40","西北区","1"
"13901BA","87","2","5656.00","2015-10-12","2016-05-06","2828.00","西北区","1"
"13902BA","43","2","6113.99","2016-06-04","2016-06-19","3057.00","西南区","1"
"13903BA","201","2","2457.00","2015-08-21","2016-01-13","1228.50","西北区","1"
"13904BA","76","2","5766.90","2015-08-25","2016-05-17","2883.45","西北区","1"
"13905BA","31","2","2787.80","2015-08-21","2016-07-01","1393.90","西北区","1"
"13906BA","359","2","3382.99","2014-04-30","2015-08-08","1691.50","西南区","1"
"13907BA","226","2","3581.99","2014-04-30","2015-12-19","1791.00","西南区","1"
"13908BA","216","2","2676.90","2015-11-29","2015-12-29","1338.45","西南区","1"
"13909BA","317","1","473.89","2015-09-19","2015-09-19","473.89","韩国","0"
"13910BA","331","2","5656.00","2015-08-27","2015-09-05","2828.00","西北区","1"
"13911BA","208","2","2846.70","2015-09-30","2016-01-06","1423.35","西南区","1"
"13912BA","213","2","2787.80","2015-09-08","2016-01-01","1393.90","西南区","1"
"13913BA","191","3","2222.97","2014-03-07","2016-01-23","740.99","中国澳门","1"
"13914BA","190","3","424.77","2014-03-03","2016-01-24","141.59","中国澳门","1"
"13915BA","207","3","5571.77","2014-03-25","2016-01-07","1857.26","中国澳门","1"
"13916BA","188","3","1033.87","2014-03-15","2016-01-26","344.62","中国澳门","1"
"13917BA","202","3","1771.97","2014-03-04","2016-01-12","590.66","中国澳门","1"
"13918BA","107","3","904.77","2014-03-02","2016-04-16","301.59","中国澳门","1"
"13919BA","190","3","2732.87","2014-03-17","2016-01-24","910.96","中国澳门","1"
"13920BA","205","3","923.77","2014-03-07","2016-01-09","307.92","中国澳门","1"
"13921BA","202","3","902.87","2014-03-24","2016-01-12","300.96","中国澳门","1"
"13922BA","81","3","3181.97","2014-03-13","2016-05-12","1060.66","中国澳门","1"
"13923BA","31","3","10104.90","2015-08-25","2016-07-01","3368.30","中国澳门","1"
"13924BA","200","3","464.97","2014-03-24","2016-01-14","154.99","中国澳门","1"
"13925BA","212","3","923.77","2014-03-20","2016-01-02","307.92","中国澳门","1"
"13926BA","207","3","4820.97","2014-03-01","2016-01-07","1606.99","中国澳门","1"
"13927BA","201","3","2641.87","2014-03-13","2016-01-13","880.62","中国澳门","1"
"13928BA","193","3","3663.97","2014-03-31","2016-01-21","1221.32","中国澳门","1"
"13929BA","159","3","164.97","2014-03-22","2016-02-24","54.99","中国澳门","1"
"13930BA","181","3","4941.87","2014-03-23","2016-02-02","1647.29","中国澳门","1"
"13931BA","179","3","2783.97","2014-04-11","2016-02-04","927.99","中国澳门","1"
"13932BA","39","3","2047.80","2015-12-03","2016-06-23","682.60","中国澳门","1"
"13933BA","68","3","4721.97","2014-04-29","2016-05-25","1573.99","中国澳门","1"
"13934BA","34","3","5686.00","2016-06-05","2016-06-28","1895.33","中国澳门","1"
"13935BA","159","3","2050.87","2014-04-20","2016-02-24","683.62","中国澳门","1"
"13936BA","158","3","3800.87","2014-04-04","2016-02-25","1266.96","中国澳门","1"
"13937BA","161","3","3121.96","2014-04-03","2016-02-22","1040.65","中国澳门","1"
"13938BA","163","3","5711.97","2014-04-29","2016-02-20","1903.99","中国澳门","1"
"13939BA","65","3","2639.97","2014-04-15","2016-05-28","879.99","中国澳门","1"
"13940BA","39","3","5270.96","2014-04-07","2016-06-23","1756.99","中国澳门","1"
"13941BA","49","3","5931.87","2014-04-12","2016-06-13","1977.29","中国澳门","1"
"13942BA","67","3","5885.00","2016-03-22","2016-05-26","1961.67","中国澳门","1"
"13943BA","98","5","11179.90","2015-08-19","2016-04-25","2235.98","韩国","1"
"13944BA","20","2","758.00","2015-08-16","2016-07-12","379.00","西南区","1"
"13945BA","224","2","2260.99","2014-04-28","2015-12-21","1130.50","西南区","1"
"13946BA","224","2","2440.99","2014-04-11","2015-12-21","1220.50","西北区","1"
"13947BA","225","2","2457.00","2015-11-05","2015-12-20","1228.50","西北区","1"
"13948BA","1","2","777.00","2016-07-12","2016-07-31","388.50","西北区","1"
"13949BA","47","2","2457.00","2015-12-02","2016-06-15","1228.50","西南区","1"
"13950BA","43","3","4095.96","2014-04-16","2016-06-19","1365.32","中国澳门","1"
"13951BA","44","3","554.96","2014-04-16","2016-06-18","184.99","中国澳门","1"
"13952BA","87","2","3827.70","2015-08-20","2016-05-06","1913.85","西南区","1"
"13953BA","188","2","6285.90","2015-10-31","2016-01-26","3142.95","西南区","1"
"13954BA","216","2","832.99","2014-04-15","2015-12-29","416.50","西北区","1"
"13955BA","233","2","922.89","2014-05-22","2015-12-12","461.45","西北区","1"
"13956BA","237","1","649.00","2015-12-08","2015-12-08","649.00","西北区","0"
"13957BA","299","1","5547.00","2015-10-07","2015-10-07","5547.00","西北区","0"
"13958BA","211","2","2241.99","2014-05-01","2016-01-03","1121.00","西北区","1"
"13959BA","20","2","758.00","2015-09-08","2016-07-12","379.00","西南区","1"
"13960BA","224","2","3641.98","2014-05-13","2015-12-21","1820.99","西南区","1"
"13961BA","35","2","868.90","2016-02-03","2016-06-27","434.45","西南区","1"
"13962BA","88","2","3905.00","2016-02-08","2016-05-05","1952.50","西北区","1"
"13963BA","41","3","2635.57","2014-04-17","2016-06-21","878.52","中国澳门","1"
"13964BA","47","3","1814.77","2014-04-20","2016-06-15","604.92","中国澳门","1"
"13965BA","40","3","3972.67","2014-04-21","2016-06-22","1324.22","中国澳门","1"
"13966BA","123","2","4031.99","2014-05-01","2016-03-31","2016.00","西南区","1"
"13967BA","38","3","2195.77","2014-04-23","2016-06-24","731.92","中国澳门","1"
"13968BA","33","3","2825.67","2014-04-15","2016-06-29","941.89","中国澳门","1"
"13969BA","115","2","6167.00","2016-03-09","2016-04-08","3083.50","中国澳门","1"
"13970BA","127","2","868.90","2016-01-17","2016-03-27","434.45","西南区","1"
"13971BA","83","2","2787.80","2015-08-21","2016-05-10","1393.90","西南区","1"
"13972BA","78","3","12642.00","2016-02-21","2016-05-15","4214.00","中国澳门","1"
"13973BA","175","3","2021.97","2014-04-07","2016-02-08","673.99","中国澳门","1"
"13974BA","135","2","6924.00","2015-08-13","2016-03-19","3462.00","西北区","1"
"13975BA","225","2","4031.99","2014-05-04","2015-12-20","2016.00","西南区","1"
"13976BA","215","2","382.99","2014-05-01","2015-12-30","191.50","西南区","1"
"13977BA","242","2","183.99","2014-05-03","2015-12-03","92.00","西南区","1"
"13978BA","21","2","7124.90","2015-08-16","2016-07-11","3562.45","西北区","1"
"13979BA","80","2","3287.80","2015-12-18","2016-05-13","1643.90","西北区","1"
"13980BA","80","2","3967.89","2015-09-24","2016-05-13","1983.95","西南区","1"
"13981BA","185","2","2567.90","2015-09-26","2016-01-29","1283.95","西北区","1"
"13982BA","113","2","4067.90","2015-08-15","2016-04-10","2033.95","西南区","1"
"13983BA","166","2","2307.00","2016-02-12","2016-02-17","1153.50","西南区","1"
"13984BA","159","3","1522.97","2014-04-24","2016-02-24","507.66","中国澳门","1"
"13985BA","173","3","1073.77","2014-04-16","2016-02-10","357.92","中国澳门","1"
"13986BA","59","3","5525.90","2015-08-14","2016-06-03","1841.97","中国澳门","1"
"13987BA","42","3","5206.90","2016-05-04","2016-06-20","1735.63","中国澳门","1"
"13988BA","175","3","602.87","2014-04-25","2016-02-08","200.96","中国澳门","1"
"13989BA","165","3","164.97","2014-04-30","2016-02-18","54.99","中国澳门","1"
"13990BA","166","3","1721.97","2014-04-21","2016-02-17","573.99","中国澳门","1"
"13991BA","130","2","2787.80","2015-11-26","2016-03-24","1393.90","西北区","1"
"13992BA","65","2","2827.70","2015-10-17","2016-05-28","1413.85","西南区","1"
"13993BA","38","2","6924.00","2016-05-12","2016-06-24","3462.00","西北区","1"
"13994BA","325","2","3925.90","2015-08-31","2015-09-11","1962.95","西北区","1"
"13995BA","55","2","3965.80","2016-05-02","2016-06-07","1982.90","西南区","1"
"13996BA","107","2","4224.90","2016-01-18","2016-04-16","2112.45","西南区","1"
"13997BA","157","3","3581.97","2014-04-27","2016-02-26","1193.99","中国澳门","1"
"13998BA","167","3","3161.86","2014-05-04","2016-02-16","1053.95","中国澳门","1"
"13999BA","77","2","2567.90","2015-08-07","2016-05-16","1283.95","西南区","1"
"14000BA","266","2","6369.97","2015-08-18","2015-11-09","3184.99","韩国","1"
"14001BA","62","2","3906.80","2016-03-26","2016-05-31","1953.40","西南区","1"
"14002BA","1","2","8304.99","2015-10-11","2016-07-31","4152.50","西北区","1"
"14003BA","119","2","5506.00","2016-02-18","2016-04-04","2753.00","西南区","1"
"14004BA","342","2","183.99","2014-05-11","2015-08-25","92.00","西南区","1"
"14005BA","268","2","4881.88","2015-08-19","2015-11-07","2440.94","韩国","1"
"14006BA","24","2","2848.00","2015-08-31","2016-07-08","1424.00","西北区","1"
"14007BA","155","3","7576.97","2014-05-25","2016-02-28","2525.66","中国澳门","1"
"14008BA","80","3","7354.70","2015-12-19","2016-05-13","2451.57","中国澳门","1"
"14009BA","176","3","2241.97","2014-05-13","2016-02-07","747.32","中国澳门","1"
"14010BA","176","3","1763.96","2014-05-06","2016-02-07","587.99","中国澳门","1"
"14011BA","160","3","2662.77","2014-05-16","2016-02-23","887.59","中国澳门","1"
"14012BA","41","3","1742.87","2014-05-04","2016-06-21","580.96","中国澳门","1"
"14013BA","49","3","2182.97","2014-05-20","2016-06-13","727.66","中国澳门","1"
"14014BA","37","3","5931.87","2014-05-16","2016-06-25","1977.29","中国澳门","1"
"14015BA","159","3","583.87","2014-05-28","2016-02-24","194.62","中国澳门","1"
"14016BA","50","3","2023.76","2014-05-11","2016-06-12","674.59","中国澳门","1"
"14017BA","180","3","4319.87","2014-05-07","2016-02-03","1439.96","中国澳门","1"
"14018BA","168","3","914.87","2014-05-08","2016-02-15","304.96","中国澳门","1"
"14019BA","154","3","5943.87","2014-05-19","2016-02-29","1981.29","中国澳门","1"
"14020BA","180","3","5113.77","2014-05-13","2016-02-03","1704.59","中国澳门","1"
"14021BA","167","3","5040.97","2014-05-19","2016-02-16","1680.32","中国澳门","1"
"14022BA","168","3","2461.87","2014-05-17","2016-02-15","820.62","中国澳门","1"
"14023BA","179","3","6211.97","2014-05-27","2016-02-04","2070.66","中国澳门","1"
"14024BA","172","3","942.77","2014-05-09","2016-02-11","314.26","中国澳门","1"
"14025BA","174","3","384.87","2014-05-11","2016-02-09","128.29","中国澳门","1"
"14026BA","165","3","2744.87","2014-05-24","2016-02-18","914.96","中国澳门","1"
"14027BA","184","3","5726.80","2015-11-06","2016-01-30","1908.93","中国澳门","1"
"14028BA","130","3","5234.77","2014-06-09","2016-03-24","1744.92","中国澳门","1"
"14029BA","9","3","5246.80","2015-12-12","2016-07-23","1748.93","中国澳门","1"
"14030BA","169","3","843.67","2014-06-13","2016-02-14","281.22","中国澳门","1"
"14031BA","176","3","2982.77","2014-06-23","2016-02-07","994.26","中国澳门","1"
"14032BA","45","3","3595.76","2014-06-03","2016-06-17","1198.59","中国澳门","1"
"14033BA","170","3","2706.90","2015-08-17","2016-02-13","902.30","中国澳门","1"
"14034BA","326","2","2066.79","2014-06-11","2015-09-10","1033.40","中国澳门","1"
"14035BA","245","2","2066.79","2014-06-10","2015-11-30","1033.40","中国澳门","1"
"14036BA","282","1","2547.00","2015-10-24","2015-10-24","2547.00","西南区","0"
"14037BA","242","2","2241.99","2014-05-17","2015-12-03","1121.00","西南区","1"
"14038BA","315","1","2273.89","2015-09-21","2015-09-21","2273.89","韩国","0"
"14039BA","127","2","4151.88","2014-05-01","2016-03-27","2075.94","西南区","1"
"14040BA","126","1","2567.90","2016-03-28","2016-03-28","2567.90","西南区","0"
"14041BA","109","1","3747.99","2016-04-14","2016-04-14","3747.99","韩国","0"
"14042BA","261","2","3525.78","2014-06-05","2015-11-14","1762.89","中国澳门","1"
"14043BA","149","2","5925.90","2016-02-17","2016-03-05","2962.95","西北区","1"
"14044BA","118","2","832.99","2014-05-02","2016-04-05","416.50","西南区","1"
"14045BA","165","2","2586.90","2015-08-27","2016-02-18","1293.45","西北区","1"
"14046BA","230","2","4031.99","2014-05-21","2015-12-15","2016.00","西北区","1"
"14047BA","242","2","3641.98","2014-05-25","2015-12-03","1820.99","西南区","1"
"14048BA","187","2","2241.99","2014-05-13","2016-01-27","1121.00","西北区","1"
"14049BA","125","1","2348.00","2016-03-29","2016-03-29","2348.00","西南区","0"
"14050BA","180","1","4406.00","2016-02-03","2016-02-03","4406.00","西南区","0"
"14051BA","187","2","882.99","2014-05-09","2016-01-27","441.50","西北区","1"
"14052BA","84","1","49.99","2016-05-09","2016-05-09","49.99","韩国","0"
"14053BA","343","1","2285.70","2015-08-24","2015-08-24","2285.70","韩国","0"
"14054BA","200","2","682.99","2014-05-26","2016-01-14","341.50","西北区","1"
"14055BA","9","3","10784.90","2016-03-26","2016-07-23","3594.97","中国澳门","1"
"14056BA","260","3","7625.80","2015-08-11","2015-11-15","2541.93","中国澳门","1"
"14057BA","113","3","9085.90","2015-09-19","2016-04-10","3028.63","中国澳门","1"
"14058BA","142","3","6242.87","2014-06-29","2016-03-12","2080.96","中国澳门","1"
"14059BA","3","3","5926.80","2015-11-05","2016-07-29","1975.60","中国澳门","1"
"14060BA","176","3","3032.57","2014-06-29","2016-02-07","1010.86","中国澳门","1"
"14061BA","23","2","5566.00","2015-08-17","2016-07-09","2783.00","西南区","1"
"14062BA","212","2","3251.89","2014-05-12","2016-01-02","1625.95","西北区","1"
"14063BA","201","2","581.99","2014-05-08","2016-01-13","291.00","西北区","1"
"14064BA","47","2","2566.00","2016-03-24","2016-06-15","1283.00","西南区","1"
"14065BA","59","2","2785.90","2016-05-21","2016-06-03","1392.95","西南区","1"
"14066BA","88","2","867.00","2015-11-21","2016-05-05","433.50","西南区","1"
"14067BA","286","2","668.00","2015-08-21","2015-10-20","334.00","西南区","1"
"14068BA","104","2","668.00","2015-11-03","2016-04-19","334.00","西南区","1"
"14069BA","64","2","3086.90","2016-03-14","2016-05-29","1543.45","西北区","1"
"14070BA","81","2","3306.80","2016-02-20","2016-05-12","1653.40","西南区","1"
"14071BA","357","2","4130.98","2014-05-15","2015-08-10","2065.49","西南区","1"
"14072BA","243","2","2848.00","2015-08-27","2015-12-02","1424.00","西南区","1"
"14073BA","354","2","4031.99","2014-05-06","2015-08-13","2016.00","西南区","1"
"14074BA","364","2","2751.89","2014-05-01","2015-08-03","1375.95","西南区","1"
"14075BA","43","5","10079.90","2015-08-02","2016-06-19","2015.98","韩国","1"
"14076BA","13","4","8092.00","2015-08-25","2016-07-19","2023.00","韩国","1"
"14077BA","26","4","9122.70","2015-12-16","2016-07-06","2280.68","韩国","1"
"14078BA","206","2","4348.00","2015-08-30","2016-01-08","2174.00","西北区","1"
"14079BA","360","2","491.99","2014-05-17","2015-08-07","246.00","西南区","1"
"14080BA","341","2","602.89","2014-05-25","2015-08-26","301.45","西北区","1"
"14081BA","218","2","1764.77","2015-08-04","2015-12-27","882.39","韩国","1"
"14082BA","122","4","11690.90","2015-08-02","2016-04-01","2922.73","韩国","1"
"14083BA","16","2","4348.00","2015-08-28","2016-07-16","2174.00","西南区","1"
"14084BA","77","2","1149.00","2016-03-13","2016-05-16","574.50","西北区","1"
"14085BA","62","2","2996.90","2015-09-19","2016-05-31","1498.45","西北区","1"
"14086BA","303","2","6047.00","2015-09-07","2015-10-03","3023.50","西北区","1"
"14087BA","133","2","1149.00","2015-09-02","2016-03-21","574.50","西南区","1"
"14088BA","187","2","3086.90","2015-10-26","2016-01-27","1543.45","西南区","1"
"14089BA","64","2","1168.00","2016-01-06","2016-05-29","584.00","西南区","1"
"14090BA","336","2","3581.99","2014-05-02","2015-08-31","1791.00","西南区","1"
"14091BA","34","2","1149.00","2016-05-30","2016-06-28","574.50","西南区","1"
"14092BA","346","2","2751.89","2014-05-26","2015-08-21","1375.95","西南区","1"
"14093BA","323","2","2549.99","2014-05-15","2015-09-13","1275.00","西南区","1"
"14094BA","279","2","3086.90","2015-09-07","2015-10-27","1543.45","西南区","1"
"14095BA","95","3","8980.70","2016-02-12","2016-04-28","2993.57","韩国","1"
"14096BA","188","2","832.99","2014-05-25","2016-01-26","416.50","西北区","1"
"14097BA","320","2","183.99","2014-05-07","2015-09-16","92.00","西南区","1"
"14098BA","11","4","9951.90","2015-08-02","2016-07-21","2487.98","韩国","1"
"14099BA","209","2","581.99","2014-05-30","2016-01-05","291.00","西北区","1"
"14100BA","211","2","3408.99","2014-05-08","2016-01-03","1704.50","西南区","1"
"14101BA","304","1","703.99","2015-10-02","2015-10-02","703.99","韩国","0"
"14102BA","266","1","753.99","2015-11-09","2015-11-09","753.99","韩国","0"
"14103BA","310","2","2241.99","2014-05-20","2015-09-26","1121.00","西南区","1"
"14104BA","333","2","482.99","2014-05-27","2015-09-03","241.50","西北区","1"
"14105BA","194","2","2940.99","2014-05-11","2016-01-20","1470.50","西北区","1"
"14106BA","158","2","2626.80","2015-12-23","2016-02-25","1313.40","西北区","1"
"14107BA","260","1","54.99","2015-11-15","2015-11-15","54.99","韩国","0"
"14108BA","14","2","6047.00","2016-04-12","2016-07-18","3023.50","西南区","1"
"14109BA","4","2","3586.90","2016-06-28","2016-07-28","1793.45","西北区","1"
"14110BA","224","2","322.98","2015-08-06","2015-12-21","161.49","韩国","1"
"14111BA","266","1","272.99","2015-11-09","2015-11-09","272.99","韩国","0"
"14112BA","149","2","2586.90","2015-08-09","2016-03-05","1293.45","西北区","1"
"14113BA","240","2","5566.00","2015-11-03","2015-12-05","2783.00","西北区","1"
"14114BA","7","2","3867.00","2016-05-08","2016-07-25","1933.50","西南区","1"
"14115BA","188","2","5929.99","2014-05-08","2016-01-26","2965.00","西南区","1"
"14116BA","179","2","2476.00","2015-11-03","2016-02-04","1238.00","西南区","1"
"14117BA","193","2","3382.99","2014-05-20","2016-01-21","1691.50","西南区","1"
"14118BA","10","4","10526.90","2015-11-22","2016-07-22","2631.73","韩国","1"
"14119BA","49","2","2586.90","2015-08-02","2016-06-13","1293.45","西北区","1"
"14120BA","85","2","668.00","2015-10-13","2016-05-08","334.00","西北区","1"
"14121BA","134","2","2266.99","2016-02-14","2016-03-20","1133.50","西南区","1"
"14122BA","237","2","6047.00","2015-09-15","2015-12-08","3023.50","西南区","1"
"14123BA","335","2","491.99","2014-05-10","2015-09-01","246.00","西南区","1"
"14124BA","314","2","2791.79","2014-05-31","2015-09-22","1395.90","西南区","1"
"14125BA","327","2","403.89","2014-05-01","2015-09-09","201.95","西南区","1"
"14126BA","331","2","482.99","2014-05-04","2015-09-05","241.50","西南区","1"
"14127BA","109","4","11589.00","2015-12-15","2016-04-14","2897.25","韩国","1"
"14128BA","184","4","10589.00","2015-09-01","2016-01-30","2647.25","韩国","1"
"14129BA","205","2","2640.99","2014-05-21","2016-01-09","1320.50","西北区","1"
"14130BA","200","2","602.89","2014-05-13","2016-01-14","301.45","西北区","1"
"14131BA","186","2","2241.99","2014-05-17","2016-01-28","1121.00","西南区","1"
"14132BA","128","2","2866.90","2016-01-11","2016-03-26","1433.45","西南区","1"
"14133BA","317","2","602.89","2014-05-30","2015-09-19","301.45","西南区","1"
"14134BA","242","2","2763.88","2015-08-23","2015-12-03","1381.94","韩国","1"
"14135BA","215","2","1642.88","2015-09-03","2015-12-30","821.44","韩国","1"
"14136BA","222","2","2848.00","2015-12-07","2015-12-23","1424.00","西北区","1"
"14137BA","313","2","403.89","2014-05-23","2015-09-23","201.95","西北区","1"
"14138BA","42","2","2647.00","2016-02-04","2016-06-20","1323.50","西北区","1"
"14139BA","185","2","3629.89","2014-05-07","2016-01-29","1814.95","西南区","1"
"14140BA","85","2","5846.00","2015-11-06","2016-05-08","2923.00","西南区","1"
"14141BA","184","2","832.99","2014-05-06","2016-01-30","416.50","西北区","1"
"14142BA","184","2","2640.99","2014-05-24","2016-01-30","1320.50","西北区","1"
"14143BA","232","2","2461.98","2015-09-06","2015-12-13","1230.99","韩国","1"
"14144BA","70","4","4844.76","2014-08-13","2016-05-23","1211.19","中国台湾","1"
"14145BA","114","5","4227.77","2013-08-01","2016-04-09","845.55","新加坡","1"
"14146BA","73","4","5375.77","2014-11-16","2016-05-20","1343.94","中国香港","1"
"14147BA","167","2","4938.00","2015-10-10","2016-02-16","2469.00","中国台湾","1"
"14148BA","80","1","219.90","2016-05-13","2016-05-13","219.90","新加坡","0"
"14149BA","56","4","1115.87","2014-11-02","2016-06-06","278.97","中国香港","1"
"14150BA","35","4","2754.87","2014-11-26","2016-06-27","688.72","中国香港","1"
"14151BA","76","4","3943.97","2014-11-09","2016-05-17","985.99","中国香港","1"
"14152BA","111","5","7080.77","2013-08-24","2016-04-12","1416.15","新加坡","1"
"14153BA","104","5","7236.77","2013-08-02","2016-04-19","1447.35","新加坡","1"
"14154BA","59","4","3445.76","2014-08-14","2016-06-03","861.44","中国台湾","1"
"14155BA","112","2","1797.90","2016-01-06","2016-04-11","898.95","中国台湾","1"
"14156BA","212","2","1149.00","2015-11-10","2016-01-02","574.50","西南区","1"
"14157BA","6","4","9273.70","2015-10-26","2016-07-26","2318.43","韩国","1"
"14158BA","263","2","6047.00","2015-09-20","2015-11-12","3023.50","西南区","1"
"14159BA","151","2","3156.00","2016-02-29","2016-03-03","1578.00","西北区","1"
"14160BA","40","2","2656.00","2016-01-03","2016-06-22","1328.00","西北区","1"
"14161BA","92","4","9810.00","2015-12-04","2016-05-01","2452.50","韩国","1"
"14162BA","325","2","922.89","2014-05-08","2015-09-11","461.45","西北区","1"
"14163BA","333","2","2660.89","2014-05-30","2015-09-03","1330.45","西北区","1"
"14164BA","316","2","482.99","2014-05-19","2015-09-20","241.50","西北区","1"
"14165BA","85","2","5656.00","2015-09-23","2016-05-08","2828.00","西北区","1"
"14166BA","29","2","3176.90","2016-05-31","2016-07-03","1588.45","西北区","1"
"14167BA","82","2","3015.80","2015-12-31","2016-05-11","1507.90","西南区","1"
"14168BA","77","4","15207.90","2015-12-25","2016-05-16","3801.98","韩国","1"
"14169BA","30","2","2676.90","2016-05-26","2016-07-02","1338.45","西北区","1"
"14170BA","21","2","2676.90","2015-11-02","2016-07-11","1338.45","西北区","1"
"14171BA","147","2","758.00","2016-02-15","2016-03-07","379.00","西南区","1"
"14172BA","329","2","382.99","2014-05-17","2015-09-07","191.50","西南区","1"
"14173BA","328","2","2281.89","2014-05-02","2015-09-08","1140.95","西南区","1"
"14174BA","331","2","2741.99","2014-05-30","2015-09-05","1371.00","西南区","1"
"14175BA","190","2","584.68","2015-09-15","2016-01-24","292.34","韩国","1"
"14176BA","309","2","602.89","2014-05-24","2015-09-27","301.45","西北区","1"
"14177BA","331","2","382.99","2014-05-09","2015-09-05","191.50","西南区","1"
"14178BA","61","2","758.00","2015-11-11","2016-06-01","379.00","西南区","1"
"14179BA","48","4","12021.70","2016-03-04","2016-06-14","3005.43","韩国","1"
"14180BA","14","4","9341.70","2015-08-28","2016-07-18","2335.43","韩国","1"
"14181BA","327","2","882.99","2014-05-21","2015-09-09","441.50","西北区","1"
"14182BA","65","2","2646.00","2015-09-10","2016-05-28","1323.00","西北区","1"
"14183BA","310","2","2241.99","2014-05-14","2015-09-26","1121.00","西南区","1"
"14184BA","331","2","422.89","2014-05-08","2015-09-05","211.45","西南区","1"
"14185BA","334","2","832.99","2014-05-28","2015-09-02","416.50","西南区","1"
"14186BA","208","4","12048.80","2015-08-03","2016-01-06","3012.20","韩国","1"
"14187BA","79","4","10102.80","2016-01-12","2016-05-14","2525.70","韩国","1"
"14188BA","322","2","581.99","2014-05-01","2015-09-14","291.00","西北区","1"
"14189BA","159","2","1066.00","2015-08-30","2016-02-24","533.00","西北区","1"
"14190BA","317","2","2751.89","2014-05-01","2015-09-19","1375.95","西南区","1"
"14191BA","327","2","832.99","2014-05-26","2015-09-09","416.50","西南区","1"
"14192BA","328","2","1782.98","2014-05-04","2015-09-08","891.49","西南区","1"
"14193BA","317","2","602.89","2014-05-23","2015-09-19","301.45","西南区","1"
"14194BA","330","2","401.99","2014-05-15","2015-09-06","201.00","西南区","1"
"14195BA","313","2","183.99","2014-06-08","2015-09-23","92.00","西南区","1"
"14196BA","70","2","948.00","2016-05-20","2016-05-23","474.00","西南区","1"
"14197BA","15","2","5846.00","2015-08-06","2016-07-17","2923.00","西北区","1"
"14198BA","195","2","2241.78","2015-09-08","2016-01-19","1120.89","韩国","1"
"14199BA","333","2","403.89","2014-06-27","2015-09-03","201.95","西北区","1"
"14200BA","205","2","2241.99","2014-06-18","2016-01-09","1121.00","西北区","1"
"14201BA","209","2","602.89","2014-06-12","2016-01-05","301.45","西北区","1"
"14202BA","323","2","1782.98","2014-06-05","2015-09-13","891.49","西南区","1"
"14203BA","99","4","7964.00","2015-09-15","2016-04-24","1991.00","韩国","1"
"14204BA","204","4","10002.79","2015-08-23","2016-01-10","2500.70","韩国","1"
"14205BA","317","2","3382.99","2014-06-24","2015-09-19","1691.50","西北区","1"
"14206BA","289","2","5656.00","2015-09-30","2015-10-17","2828.00","西北区","1"
"14207BA","327","2","2241.99","2014-06-27","2015-09-09","1121.00","西南区","1"
"14208BA","324","2","403.89","2014-06-27","2015-09-12","201.95","西南区","1"
"14209BA","325","2","403.89","2014-06-27","2015-09-11","201.95","西南区","1"
"14210BA","318","2","581.99","2014-06-16","2015-09-18","291.00","西南区","1"
"14211BA","331","2","5440.99","2014-06-11","2015-09-05","2720.50","西南区","1"
"14212BA","123","2","4245.99","2015-10-18","2016-03-31","2123.00","西南区","1"
"14213BA","38","2","2647.00","2015-10-14","2016-06-24","1323.50","西北区","1"
"14214BA","206","2","2972.88","2015-09-30","2016-01-08","1486.44","韩国","1"
"14215BA","265","2","2676.90","2015-10-20","2015-11-10","1338.45","西南区","1"
"14216BA","186","2","1216.80","2015-11-24","2016-01-28","608.40","西南区","1"
"14217BA","16","4","6903.80","2015-10-12","2016-07-16","1725.95","韩国","1"
"14218BA","267","2","2457.00","2015-08-05","2015-11-08","1228.50","西南区","1"
"14219BA","204","2","2700.79","2014-06-17","2016-01-10","1350.40","西北区","1"
"14220BA","77","2","2866.90","2015-12-18","2016-05-16","1433.45","西北区","1"
"14221BA","326","2","4031.99","2014-06-22","2015-09-10","2016.00","西南区","1"
"14222BA","173","2","5765.00","2015-12-13","2016-02-10","2882.50","西南区","1"
"14223BA","117","4","17037.90","2015-08-09","2016-04-06","4259.48","韩国","1"
"14224BA","24","4","12140.80","2016-01-04","2016-07-08","3035.20","韩国","1"
"14225BA","221","2","4164.80","2015-08-01","2015-12-24","2082.40","西北区","1"
"14226BA","30","2","5206.00","2016-04-28","2016-07-02","2603.00","西南区","1"
"14227BA","327","2","2182.99","2014-06-30","2015-09-09","1091.50","西南区","1"
"14228BA","293","2","3382.99","2014-06-27","2015-10-13","1691.50","西北区","1"
"14229BA","288","2","901.99","2014-06-18","2015-10-18","451.00","西北区","1"
"14230BA","283","2","2182.99","2014-06-19","2015-10-23","1091.50","西南区","1"
"14231BA","79","3","2437.87","2014-09-16","2016-05-14","812.62","中国台湾","1"
"14232BA","198","2","403.89","2013-09-07","2016-01-16","201.95","新加坡","1"
