customer_id,recency_days,frequency,monetary,cluster,cluster_name
15630BA,73,2,4817.0,0,沉睡客户
15631BA,314,1,2218.9,0,沉睡客户
15632BA,24,1,5497.0,0,沉睡客户
15633BA,34,2,4896.9,0,沉睡客户
15634BA,211,3,4152.0,0,沉睡客户
15635BA,105,3,4191.9,0,沉睡客户
15636BA,98,3,1191.9,0,沉睡客户
15637BA,83,3,3285.97,0,沉睡客户
15638BA,9,3,2776.0,0,沉睡客户
15639BA,62,3,379.87,0,沉睡客户
15640BA,68,3,1955.87,0,沉睡客户
15641BA,77,3,886.87,0,沉睡客户
15642BA,142,3,2911.8,0,沉睡客户
15643BA,89,3,3197.87,0,沉睡客户
15644BA,42,3,7174.0,0,沉睡客户
15645BA,21,3,2386.9,0,沉睡客户
15646BA,92,3,978.87,0,沉睡客户
15647BA,77,3,3135.87,0,沉睡客户
15648BA,70,3,5785.0,0,沉睡客户
15649BA,125,3,7384.9,0,沉睡客户
15650BA,71,3,3277.87,0,沉睡客户
15651BA,58,3,6264.97,0,沉睡客户
15652BA,39,3,4085.87,0,沉睡客户
15653BA,43,3,478.97,0,沉睡客户
15654BA,49,3,2727.87,0,沉睡客户
15655BA,36,3,4704.9,0,沉睡客户
15656BA,34,3,7424.8,0,沉睡客户
15657BA,61,3,3658.97,0,沉睡客户
15658BA,38,3,1737.87,0,沉睡客户
15659BA,52,3,2737.87,0,沉睡客户
15660BA,222,3,4185.9,0,沉睡客户
15661BA,84,2,7085.9,0,沉睡客户
15662BA,236,2,5726.8,0,沉睡客户
15663BA,259,2,2968.0,0,沉睡客户
15664BA,58,3,2257.87,0,沉睡客户
15665BA,37,3,679.87,0,沉睡客户
15666BA,44,3,4085.87,0,沉睡客户
15667BA,55,3,2756.87,0,沉睡客户
15668BA,39,3,2507.97,0,沉睡客户
15669BA,38,3,3578.87,0,沉睡客户
15670BA,45,3,2767.77,0,沉睡客户
15671BA,32,3,2217.97,0,沉睡客户
15672BA,40,3,2456.87,0,沉睡客户
15673BA,266,1,238.9,0,沉睡客户
15674BA,238,2,4050.99,0,沉睡客户
15675BA,205,1,418.9,0,沉睡客户
15676BA,84,1,199.0,0,沉睡客户
15677BA,199,1,418.9,0,沉睡客户
15678BA,237,2,811.99,0,沉睡客户
15679BA,220,2,3491.99,0,沉睡客户
15680BA,238,1,458.8,0,沉睡客户
15681BA,168,2,1881.88,0,沉睡客户
15682BA,176,2,2241.99,0,沉睡客户
15683BA,377,2,163.99,0,沉睡客户
15684BA,361,1,3728.0,0,沉睡客户
15685BA,95,2,8065.0,0,沉睡客户
15686BA,15,2,4896.9,0,沉睡客户
15687BA,55,2,3382.99,0,沉睡客户
15688BA,347,2,588.99,0,沉睡客户
15689BA,53,3,4171.0,0,沉睡客户
15690BA,11,3,4191.9,0,沉睡客户
15691BA,58,3,2882.9,0,沉睡客户
15692BA,1,1,4027.0,0,沉睡客户
15693BA,216,1,575.0,0,沉睡客户
15694BA,73,1,114.9,0,沉睡客户
15695BA,269,1,414.9,0,沉睡客户
15696BA,82,2,8413.9,0,沉睡客户
15697BA,162,2,6917.0,0,沉睡客户
15698BA,25,1,639.9,0,沉睡客户
15699BA,160,2,403.89,0,沉睡客户
15700BA,181,2,832.99,0,沉睡客户
15701BA,176,2,4530.99,0,沉睡客户
15702BA,120,1,2567.9,0,沉睡客户
15703BA,230,1,3728.0,0,沉睡客户
15704BA,108,1,1139.9,0,沉睡客户
15705BA,61,1,639.9,0,沉睡客户
15706BA,157,3,4278.89,0,沉睡客户
15707BA,145,3,451.99,0,沉睡客户
15708BA,154,2,183.99,0,沉睡客户
15709BA,214,1,3968.0,0,沉睡客户
15710BA,158,2,183.99,0,沉睡客户
15711BA,84,3,1823.88,0,沉睡客户
15712BA,154,2,3641.98,0,沉睡客户
15713BA,98,1,720.0,0,沉睡客户
15714BA,55,3,2904.88,0,沉睡客户
15715BA,121,2,5136.9,0,沉睡客户
15716BA,225,1,649.0,0,沉睡客户
15717BA,342,1,1937.9,0,沉睡客户
15718BA,151,3,2459.89,0,沉睡客户
15719BA,343,1,5667.0,0,沉睡客户
15720BA,106,1,499.0,0,沉睡客户
15721BA,34,2,3491.99,0,沉睡客户
15722BA,11,4,10841.9,0,沉睡客户
15723BA,56,2,3292.99,0,沉睡客户
15724BA,268,1,2567.9,0,沉睡客户
15725BA,236,2,2104.8,0,沉睡客户
15726BA,159,2,2045.8,0,沉睡客户
15727BA,62,1,5601.99,0,沉睡客户
15728BA,6,4,10722.99,0,沉睡客户
15729BA,19,4,9542.9,0,沉睡客户
15730BA,79,1,3902.99,0,沉睡客户
15731BA,91,1,293.89,0,沉睡客户
15732BA,74,1,1653.98,0,沉睡客户
15733BA,43,2,3292.99,0,沉睡客户
15734BA,40,2,2651.99,0,沉睡客户
15735BA,173,2,2324.7,0,沉睡客户
15736BA,137,2,465.7,0,沉睡客户
15737BA,133,2,2303.8,0,沉睡客户
15738BA,257,1,2567.9,0,沉睡客户
15739BA,128,2,346.8,0,沉睡客户
15740BA,248,1,1348.0,0,沉睡客户
15741BA,138,1,268.9,0,沉睡客户
15742BA,121,2,2734.7,0,沉睡客户
15743BA,104,2,2343.7,0,沉睡客户
15744BA,89,1,2567.9,0,沉睡客户
15745BA,52,2,93.99,0,沉睡客户
15746BA,40,2,332.89,0,沉睡客户
15747BA,47,2,3491.99,0,沉睡客户
15748BA,50,1,718.0,0,沉睡客户
15749BA,34,2,1201.79,0,沉睡客户
15750BA,60,2,2341.98,0,沉睡客户
15751BA,45,2,2352.79,0,沉睡客户
15752BA,6,1,199.0,0,沉睡客户
15753BA,157,3,3066.0,0,沉睡客户
15754BA,55,2,491.99,0,沉睡客户
15755BA,56,2,2369.99,0,沉睡客户
15756BA,32,2,2151.99,0,沉睡客户
15757BA,41,2,3292.99,0,沉睡客户
15758BA,212,1,5456.0,0,沉睡客户
15759BA,13,1,199.0,0,沉睡客户
15760BA,158,1,699.0,0,沉睡客户
15761BA,153,1,418.9,0,沉睡客户
15762BA,386,2,88.99,0,沉睡客户
15763BA,368,2,5345.99,0,沉睡客户
15764BA,83,1,253.99,0,沉睡客户
15765BA,371,2,197.99,0,沉睡客户
15766BA,385,2,4006.89,0,沉睡客户
15767BA,371,2,6985.99,0,沉睡客户
15768BA,374,2,203.89,0,沉睡客户
15769BA,284,1,699.0,0,沉睡客户
15770BA,219,1,199.0,0,沉睡客户
15771BA,235,1,699.0,0,沉睡客户
15772BA,33,3,5483.9,0,沉睡客户
15773BA,168,1,3398.0,0,沉睡客户
15774BA,1,1,507.0,0,沉睡客户
15775BA,42,1,418.9,0,沉睡客户
15776BA,57,1,2276.0,0,沉睡客户
15777BA,221,4,10142.6,0,沉睡客户
15778BA,176,1,2397.0,0,沉睡客户
15779BA,43,4,15490.0,0,沉睡客户
15780BA,301,1,3656.99,0,沉睡客户
15781BA,26,4,12961.8,0,沉睡客户
15782BA,219,1,238.9,0,沉睡客户
15783BA,24,4,10959.99,0,沉睡客户
15784BA,141,1,238.9,0,沉睡客户
15785BA,318,1,2567.9,0,沉睡客户
15786BA,32,3,2664.88,0,沉睡客户
15787BA,334,2,588.99,0,沉睡客户
15788BA,47,2,2440.99,0,沉睡客户
15789BA,81,3,361.99,0,沉睡客户
15790BA,68,3,851.89,0,沉睡客户
15791BA,117,3,2310.99,0,沉睡客户
15792BA,106,3,4237.79,0,沉睡客户
15793BA,131,2,382.99,0,沉睡客户
15794BA,203,1,5547.0,0,沉睡客户
15795BA,389,2,2397.89,0,沉睡客户
15796BA,41,1,658.9,0,沉睡客户
15797BA,319,2,4917.0,0,沉睡客户
15798BA,33,3,2542.88,0,沉睡客户
15799BA,369,2,678.99,0,沉睡客户
15800BA,286,2,4184.99,0,沉睡客户
15801BA,66,1,688.9,0,沉睡客户
15802BA,225,2,6265.9,0,沉睡客户
15803BA,106,3,4108.79,0,沉睡客户
15804BA,143,2,602.89,0,沉睡客户
15805BA,37,3,745.98,0,沉睡客户
15806BA,226,2,9693.9,0,沉睡客户
15807BA,178,1,420.0,0,沉睡客户
15808BA,258,1,619.0,0,沉睡客户
15809BA,103,2,8524.0,0,沉睡客户
15810BA,387,2,678.99,0,沉睡客户
15811BA,360,2,678.99,0,沉睡客户
15812BA,141,2,8335.9,0,沉睡客户
15813BA,38,3,2552.98,0,沉睡客户
15814BA,302,2,163.99,0,沉睡客户
15815BA,48,3,4391.78,0,沉睡客户
15816BA,332,2,2177.99,0,沉睡客户
15817BA,89,1,639.9,0,沉睡客户
15818BA,30,1,3619.0,0,沉睡客户
15819BA,24,2,9515.99,0,沉睡客户
15820BA,297,2,607.99,0,沉睡客户
15821BA,259,2,588.99,0,沉睡客户
15822BA,253,2,588.99,0,沉睡客户
15823BA,341,1,4445.9,0,沉睡客户
15824BA,170,1,4157.0,0,沉睡客户
15825BA,29,1,3919.0,0,沉睡客户
15826BA,245,1,1919.0,0,沉睡客户
15827BA,246,2,2906.79,0,沉睡客户
15828BA,302,2,367.99,0,沉睡客户
15829BA,251,2,697.99,0,沉睡客户
15830BA,286,1,2638.9,0,沉睡客户
15831BA,41,1,1958.9,0,沉睡客户
15832BA,215,2,588.99,0,沉睡客户
15833BA,241,2,588.99,0,沉睡客户
15834BA,332,1,2567.9,0,沉睡客户
15835BA,291,2,4777.8,0,沉睡客户
15836BA,123,2,5155.9,0,沉睡客户
15837BA,152,2,8973.9,0,沉睡客户
15838BA,230,1,649.0,0,沉睡客户
15839BA,363,1,2348.0,0,沉睡客户
15840BA,221,1,649.0,0,沉睡客户
15841BA,127,2,832.99,0,沉睡客户
15842BA,141,2,5730.99,0,沉睡客户
15843BA,104,3,2750.79,0,沉睡客户
15844BA,76,3,581.89,0,沉睡客户
15845BA,101,1,420.0,0,沉睡客户
15846BA,157,1,3848.0,0,沉睡客户
15847BA,84,1,658.9,0,沉睡客户
15848BA,196,1,459.9,0,沉睡客户
15849BA,90,1,3808.0,0,沉睡客户
15850BA,269,2,5376.99,0,沉睡客户
15851BA,20,2,5305.0,0,沉睡客户
15852BA,329,1,649.0,0,沉睡客户
15853BA,315,1,3398.0,0,沉睡客户
15854BA,72,1,918.9,0,沉睡客户
15855BA,81,1,199.0,0,沉睡客户
15856BA,154,1,2257.0,0,沉睡客户
15857BA,219,2,5376.99,0,沉睡客户
15858BA,78,1,1139.9,0,沉睡客户
15859BA,36,2,5356.8,0,沉睡客户
15860BA,224,2,2087.99,0,沉睡客户
15861BA,185,2,628.89,0,沉睡客户
15862BA,104,3,293.87,0,沉睡客户
15863BA,222,2,597.89,0,沉睡客户
15864BA,324,1,218.0,0,沉睡客户
15865BA,241,2,287.99,0,沉睡客户
15866BA,127,2,422.89,0,沉睡客户
15867BA,135,2,403.89,0,沉睡客户
15868BA,149,2,2241.99,0,沉睡客户
15869BA,354,1,2296.9,0,沉睡客户
15870BA,384,2,1563.98,0,沉睡客户
15871BA,240,1,418.9,0,沉睡客户
15872BA,79,1,2311.99,0,沉睡客户
15873BA,62,1,54.99,0,沉睡客户
15874BA,47,1,274.89,0,沉睡客户
15875BA,354,2,3786.99,0,沉睡客户
15876BA,337,2,703.89,0,沉睡客户
15877BA,347,2,306.99,0,沉睡客户
15878BA,50,1,2296.9,0,沉睡客户
15879BA,172,1,2476.9,0,沉睡客户
15880BA,36,1,199.0,0,沉睡客户
15881BA,10,4,12102.0,0,沉睡客户
15882BA,183,1,199.0,0,沉睡客户
15883BA,346,2,308.89,0,沉睡客户
15884BA,143,1,699.0,0,沉睡客户
15885BA,207,1,199.0,0,沉睡客户
15886BA,235,2,2291.99,0,沉睡客户
15887BA,236,2,2980.89,0,沉睡客户
15888BA,242,1,418.9,0,沉睡客户
15889BA,311,1,238.9,0,沉睡客户
15890BA,88,1,199.0,0,沉睡客户
15891BA,343,2,163.99,0,沉睡客户
15892BA,340,2,848.79,0,沉睡客户
15893BA,362,1,388.0,0,沉睡客户
15894BA,230,2,3292.99,0,沉睡客户
15895BA,189,1,398.0,0,沉睡客户
15896BA,5,1,3398.0,0,沉睡客户
15897BA,202,1,199.0,0,沉睡客户
15898BA,336,2,182.99,0,沉睡客户
15899BA,45,1,753.99,0,沉睡客户
15900BA,143,1,199.0,0,沉睡客户
15901BA,206,1,699.0,0,沉睡客户
15902BA,155,1,699.0,0,沉睡客户
15903BA,358,2,4006.89,0,沉睡客户
15904BA,364,2,163.99,0,沉睡客户
15905BA,352,2,4205.89,0,沉睡客户
15906BA,241,2,552.79,0,沉睡客户
15907BA,223,2,313.89,0,沉睡客户
15908BA,232,2,93.99,0,沉睡客户
15909BA,92,1,199.0,0,沉睡客户
15910BA,338,2,482.99,0,沉睡客户
15911BA,317,2,327.89,0,沉睡客户
15912BA,267,1,1598.99,0,沉睡客户
15913BA,332,2,163.99,0,沉睡客户
15914BA,224,1,199.0,0,沉睡客户
15915BA,227,2,2570.89,0,沉睡客户
15916BA,242,2,512.89,0,沉睡客户
15917BA,237,2,3941.99,0,沉睡客户
15918BA,234,2,292.99,0,沉睡客户
15919BA,233,2,2570.89,0,沉睡客户
15920BA,291,1,199.0,0,沉睡客户
15921BA,285,1,199.0,0,沉睡客户
15922BA,232,1,2417.9,0,沉睡客户
15923BA,201,1,199.0,0,沉睡客户
15924BA,242,2,313.89,0,沉睡客户
15925BA,218,2,93.99,0,沉睡客户
15926BA,214,2,792.99,0,沉睡客户
15927BA,312,2,163.99,0,沉睡客户
15928BA,240,2,392.99,0,沉睡客户
15929BA,165,2,5922.98,0,沉睡客户
15930BA,148,2,2602.78,0,沉睡客户
15931BA,230,2,2371.89,0,沉睡客户
15932BA,217,2,792.99,0,沉睡客户
15933BA,244,2,332.89,0,沉睡客户
15934BA,205,1,918.9,0,沉睡客户
15935BA,278,1,699.0,0,沉睡客户
15936BA,333,2,203.89,0,沉睡客户
15937BA,46,1,274.89,0,沉睡客户
15938BA,334,2,4006.89,0,沉睡客户
15939BA,44,1,2431.99,0,沉睡客户
15940BA,25,1,1598.99,0,沉睡客户
15941BA,92,4,11271.79,0,沉睡客户
15942BA,117,1,418.9,0,沉睡客户
15943BA,76,1,418.9,0,沉睡客户
15944BA,294,1,418.9,0,沉睡客户
15945BA,215,1,308.0,0,沉睡客户
15946BA,327,2,197.99,0,沉睡客户
15947BA,269,1,418.9,0,沉睡客户
15948BA,315,2,163.99,0,沉睡客户
15949BA,49,1,1598.99,0,沉睡客户
15950BA,2,1,398.0,0,沉睡客户
15951BA,93,1,1797.99,0,沉睡客户
15952BA,184,1,199.0,0,沉睡客户
15953BA,84,1,199.0,0,沉睡客户
15954BA,337,1,418.9,0,沉睡客户
15955BA,54,1,238.9,0,沉睡客户
15956BA,333,1,418.9,0,沉睡客户
15957BA,82,3,3984.0,0,沉睡客户
15958BA,177,1,1598.99,0,沉睡客户
15959BA,318,2,4506.89,0,沉睡客户
15960BA,326,2,482.99,0,沉睡客户
15961BA,174,1,1598.99,0,沉睡客户
15962BA,41,4,12639.9,0,沉睡客户
15963BA,328,1,418.9,0,沉睡客户
15964BA,147,1,2257.0,0,沉睡客户
15965BA,23,4,15881.9,0,沉睡客户
15966BA,320,1,418.9,0,沉睡客户
15967BA,15,1,199.0,0,沉睡客户
15968BA,217,2,3841.98,0,沉睡客户
15969BA,225,2,1692.98,0,沉睡客户
15970BA,214,2,792.99,0,沉睡客户
15971BA,124,1,3398.0,0,沉睡客户
15972BA,125,1,418.9,0,沉睡客户
15973BA,120,2,6167.0,0,沉睡客户
15974BA,41,3,3677.97,0,沉睡客户
15975BA,117,3,923.8,0,沉睡客户
15976BA,45,3,3877.76,0,沉睡客户
15977BA,100,2,6167.0,0,沉睡客户
15978BA,39,3,389.97,0,沉睡客户
15979BA,57,3,1758.96,0,沉睡客户
15980BA,50,3,6025.97,0,沉睡客户
15981BA,37,3,4097.87,0,沉睡客户
15982BA,13,2,3386.9,0,沉睡客户
15983BA,9,2,6276.0,0,沉睡客户
15984BA,16,2,3227.8,0,沉睡客户
15985BA,43,3,1657.97,0,沉睡客户
15986BA,40,3,4194.87,0,沉睡客户
15987BA,34,3,4085.87,0,沉睡客户
15988BA,32,3,4179.76,0,沉睡客户
15989BA,38,3,3834.86,0,沉睡客户
15990BA,49,2,4468.0,0,沉睡客户
15991BA,50,3,578.87,0,沉睡客户
15992BA,36,3,4416.97,0,沉睡客户
15993BA,35,2,4468.0,0,沉睡客户
15994BA,51,3,1845.96,0,沉睡客户
15995BA,59,3,3047.86,0,沉睡客户
15996BA,42,3,3878.96,0,沉睡客户
15997BA,228,2,313.89,0,沉睡客户
15998BA,220,2,5749.99,0,沉睡客户
15999BA,221,2,2350.99,0,沉睡客户
16000BA,307,2,163.99,0,沉睡客户
16001BA,283,1,418.9,0,沉睡客户
16002BA,193,2,4596.9,0,沉睡客户
16003BA,85,2,988.9,0,沉睡客户
16004BA,187,2,5284.8,0,沉睡客户
16005BA,326,2,163.99,0,沉睡客户
16006BA,282,1,238.9,0,沉睡客户
16007BA,312,2,473.99,0,沉睡客户
16008BA,36,1,703.99,0,沉睡客户
16009BA,119,4,9762.8,0,沉睡客户
16010BA,316,1,238.9,0,沉睡客户
16011BA,309,2,473.99,0,沉睡客户
16012BA,88,1,1598.99,0,沉睡客户
16013BA,292,2,5296.99,0,沉睡客户
16014BA,298,2,318.89,0,沉睡客户
16015BA,141,2,1431.99,0,沉睡客户
16016BA,73,2,2687.9,0,沉睡客户
16017BA,213,2,5337.9,0,沉睡客户
16018BA,35,2,2611.89,0,沉睡客户
16019BA,99,2,4756.9,0,沉睡客户
16020BA,221,2,103.99,0,沉睡客户
16021BA,186,1,507.0,0,沉睡客户
16022BA,174,1,918.9,0,沉睡客户
16023BA,320,1,1598.99,0,沉睡客户
16024BA,121,2,2564.7,0,沉睡客户
16025BA,156,1,418.9,0,沉睡客户
16026BA,242,2,2201.89,0,沉睡客户
16027BA,241,2,103.99,0,沉睡客户
16028BA,386,2,153.99,0,沉睡客户
16029BA,188,2,2138.9,0,沉睡客户
16030BA,86,2,2138.9,0,沉睡客户
16031BA,336,2,673.89,0,沉睡客户
16032BA,350,2,413.79,0,沉睡客户
16033BA,54,3,4147.85,0,沉睡客户
16034BA,48,2,2678.8,0,沉睡客户
16035BA,88,2,4138.9,0,沉睡客户
16036BA,98,2,939.9,0,沉睡客户
16037BA,146,2,3277.8,0,沉睡客户
16038BA,304,2,192.99,0,沉睡客户
16039BA,96,2,6217.0,0,沉睡客户
16040BA,25,2,3018.0,0,沉睡客户
16041BA,50,3,3658.97,0,沉睡客户
16042BA,264,1,199.0,0,沉睡客户
16043BA,85,2,4144.69,0,沉睡客户
16044BA,40,2,2055.8,0,沉睡客户
16045BA,299,2,492.99,0,沉睡客户
16046BA,55,2,2353.7,0,沉睡客户
16047BA,51,2,3454.8,0,沉睡客户
16048BA,175,1,199.0,0,沉睡客户
16049BA,194,1,2456.0,0,沉睡客户
16050BA,1,1,418.9,0,沉睡客户
16051BA,50,3,678.87,0,沉睡客户
16052BA,50,3,5825.87,0,沉睡客户
16053BA,42,3,2956.87,0,沉睡客户
16054BA,45,3,419.77,0,沉睡客户
16055BA,51,2,6366.0,0,沉睡客户
16056BA,186,1,458.8,0,沉睡客户
16057BA,302,2,173.99,0,沉睡客户
16058BA,281,2,692.99,0,沉睡客户
16059BA,43,3,597.87,0,沉睡客户
16060BA,55,3,2598.77,0,沉睡客户
16061BA,231,1,2198.0,0,沉睡客户
16062BA,145,2,2722.88,0,沉睡客户
16063BA,48,1,199.0,0,沉睡客户
16064BA,330,1,418.9,0,沉睡客户
16065BA,239,2,3951.99,0,沉睡客户
16066BA,35,3,658.97,0,沉睡客户
16067BA,166,3,2470.97,0,沉睡客户
16068BA,169,3,3590.87,0,沉睡客户
16069BA,52,3,2237.96,0,沉睡客户
16070BA,40,3,4293.96,0,沉睡客户
16071BA,178,3,410.87,0,沉睡客户
16072BA,170,3,1569.87,0,沉睡客户
16073BA,238,2,4487.0,0,沉睡客户
16074BA,355,2,4487.0,0,沉睡客户
16075BA,5,3,4271.9,0,沉睡客户
16076BA,32,3,617.86,0,沉睡客户
16077BA,11,3,902.9,0,沉睡客户
16078BA,9,2,3187.9,0,沉睡客户
16079BA,179,3,6209.87,0,沉睡客户
16080BA,209,2,6206.9,0,沉睡客户
16081BA,97,2,1308.9,0,沉睡客户
16082BA,305,2,6167.0,0,沉睡客户
16083BA,166,3,410.87,0,沉睡客户
16084BA,180,3,1040.87,0,沉睡客户
16085BA,163,3,2768.87,0,沉睡客户
16086BA,172,3,3370.97,0,沉睡客户
16087BA,173,3,8429.96,0,沉睡客户
16088BA,166,2,3187.9,0,沉睡客户
16089BA,163,2,4468.0,0,沉睡客户
16090BA,36,2,3706.9,0,沉睡客户
16091BA,170,3,391.87,0,沉睡客户
16092BA,182,3,2790.97,0,沉睡客户
16093BA,164,2,1269.0,0,沉睡客户
16094BA,100,2,7935.9,0,沉睡客户
16095BA,247,2,5018.0,0,沉睡客户
16096BA,281,1,418.9,0,沉睡客户
16097BA,271,1,699.0,0,沉睡客户
16098BA,102,4,7734.9,0,沉睡客户
16099BA,376,1,124.99,0,沉睡客户
16100BA,3,4,15641.89,0,沉睡客户
16101BA,298,2,192.99,0,沉睡客户
16102BA,345,2,197.0,0,沉睡客户
16103BA,46,1,199.0,0,沉睡客户
16104BA,319,2,648.0,0,沉睡客户
16105BA,155,4,8742.9,0,沉睡客户
16106BA,280,1,2257.0,0,沉睡客户
16107BA,9,2,10615.0,0,沉睡客户
16108BA,205,3,2472.89,0,沉睡客户
16109BA,252,2,448.0,0,沉睡客户
16110BA,287,2,473.99,0,沉睡客户
16111BA,274,1,1598.99,0,沉睡客户
16112BA,177,5,11812.9,0,沉睡客户
16113BA,143,1,418.9,0,沉睡客户
16114BA,159,1,218.0,0,沉睡客户
16115BA,278,1,199.0,0,沉睡客户
16116BA,293,2,5296.99,0,沉睡客户
16117BA,9,5,10892.7,0,沉睡客户
16118BA,188,1,418.9,0,沉睡客户
16119BA,292,2,597.99,0,沉睡客户
16120BA,137,3,4596.0,0,沉睡客户
16121BA,54,3,4796.9,0,沉睡客户
16122BA,169,3,1827.86,0,沉睡客户
16123BA,181,3,1607.96,0,沉睡客户
16124BA,143,3,3590.96,0,沉睡客户
16125BA,303,2,673.99,0,沉睡客户
16126BA,293,2,2156.99,0,沉睡客户
16127BA,276,2,4016.89,0,沉睡客户
16128BA,316,1,2327.89,0,沉睡客户
16129BA,296,1,124.99,0,沉睡客户
16130BA,167,2,148.0,0,沉睡客户
16131BA,281,1,2327.89,0,沉睡客户
16132BA,182,1,398.0,0,沉睡客户
16133BA,240,2,562.79,0,沉睡客户
16134BA,267,1,199.0,0,沉睡客户
16135BA,1,1,1598.99,0,沉睡客户
16136BA,234,2,3302.99,0,沉睡客户
16137BA,222,2,302.99,0,沉睡客户
16138BA,230,2,522.89,0,沉睡客户
16139BA,133,2,3523.88,0,沉睡客户
16140BA,93,3,4984.9,0,沉睡客户
16141BA,216,2,562.79,0,沉睡客户
16142BA,235,2,3501.99,0,沉睡客户
16143BA,288,1,218.0,0,沉睡客户
16144BA,198,2,3018.0,0,沉睡客户
16145BA,76,2,1819.0,0,沉睡客户
16146BA,350,2,153.99,0,沉睡客户
16147BA,62,2,4656.8,0,沉睡客户
16148BA,324,2,413.79,0,沉睡客户
16149BA,330,2,2292.89,0,沉睡客户
16150BA,289,2,153.99,0,沉睡客户
16151BA,276,2,2292.89,0,沉睡客户
16152BA,305,2,373.89,0,沉睡客户
16153BA,265,2,453.99,0,沉睡客户
16154BA,269,2,1511.99,0,沉睡客户
16155BA,271,2,873.89,0,沉睡客户
16156BA,286,1,2397.0,0,沉睡客户
16157BA,251,1,2476.9,0,沉睡客户
16158BA,214,2,678.99,0,沉睡客户
16159BA,240,2,917.89,0,沉睡客户
16160BA,217,2,678.99,0,沉睡客户
16161BA,210,2,678.99,0,沉睡客户
16162BA,188,2,4006.89,0,沉睡客户
16163BA,92,1,459.9,0,沉睡客户
16164BA,12,2,6516.0,0,沉睡客户
16165BA,96,1,418.9,0,沉睡客户
16166BA,357,1,3398.0,0,沉睡客户
16167BA,105,3,3251.77,0,沉睡客户
16168BA,175,2,678.99,0,沉睡客户
16169BA,174,2,697.99,0,沉睡客户
16170BA,159,2,253.99,0,沉睡客户
16171BA,119,3,672.87,0,沉睡客户
16172BA,135,1,1598.99,0,沉睡客户
16173BA,188,1,699.0,0,沉睡客户
16174BA,263,1,658.9,0,沉睡客户
16175BA,158,2,5984.99,0,沉睡客户
16176BA,116,2,482.99,0,沉睡客户
16177BA,76,2,5106.0,0,沉睡客户
16178BA,93,3,473.87,0,沉睡客户
16179BA,101,2,3641.98,0,沉睡客户
16180BA,108,2,602.89,0,沉睡客户
16181BA,112,3,2299.89,0,沉睡客户
16182BA,87,3,2549.89,0,沉睡客户
16183BA,41,3,1849.89,0,沉睡客户
16184BA,56,3,5989.99,0,沉睡客户
16185BA,55,3,2770.89,0,沉睡客户
16186BA,113,2,4031.99,0,沉睡客户
16187BA,349,1,699.0,0,沉睡客户
16188BA,175,2,697.99,0,沉睡客户
16189BA,4,1,2476.9,0,沉睡客户
16190BA,164,2,588.99,0,沉睡客户
16191BA,181,2,203.89,0,沉睡客户
16192BA,48,3,6078.88,0,沉睡客户
16193BA,133,2,7915.9,0,沉睡客户
16194BA,249,1,5497.0,0,沉睡客户
16195BA,341,1,5497.0,0,沉睡客户
16196BA,16,2,8254.9,0,沉睡客户
16197BA,233,1,3017.9,0,沉睡客户
16198BA,52,1,5606.0,0,沉睡客户
16199BA,66,1,2798.0,0,沉睡客户
16200BA,15,1,2517.9,0,沉睡客户
16201BA,265,1,1099.0,0,沉睡客户
16202BA,215,3,472.88,0,沉睡客户
16203BA,149,1,1099.0,0,沉睡客户
16204BA,186,3,472.88,0,沉睡客户
16205BA,184,2,8176.0,0,沉睡客户
16206BA,182,4,7715.87,0,沉睡客户
16207BA,170,4,4337.88,0,沉睡客户
16208BA,53,1,2298.0,0,沉睡客户
16209BA,193,1,1099.0,0,沉睡客户
16210BA,233,3,453.88,0,沉睡客户
16211BA,197,1,2298.0,0,沉睡客户
16212BA,198,3,472.88,0,沉睡客户
16213BA,179,4,4898.78,0,沉睡客户
16214BA,251,1,2298.0,0,沉睡客户
16215BA,124,2,5616.8,0,沉睡客户
16216BA,178,3,3810.88,0,沉睡客户
16217BA,21,2,5196.9,0,沉睡客户
16218BA,113,1,1638.9,0,沉睡客户
16219BA,236,3,5010.88,0,沉睡客户
16220BA,158,2,5116.8,0,沉睡客户
16221BA,123,4,6378.88,0,沉睡客户
16222BA,76,1,1099.0,0,沉睡客户
16223BA,276,1,1099.0,0,沉睡客户
16224BA,151,3,5498.89,0,沉睡客户
16225BA,366,1,2517.9,0,沉睡客户
16226BA,316,1,1099.0,0,沉睡客户
16227BA,20,1,2597.0,0,沉睡客户
16228BA,226,3,692.78,0,沉睡客户
16229BA,195,2,4955.8,0,沉睡客户
16230BA,80,3,3077.0,0,沉睡客户
16231BA,154,3,2229.97,0,沉睡客户
16232BA,177,3,2447.97,0,沉睡客户
16233BA,235,2,6167.0,0,沉睡客户
16234BA,79,2,4487.0,0,沉睡客户
16235BA,178,3,3088.97,0,沉睡客户
16236BA,182,3,4937.87,0,沉睡客户
16237BA,179,3,611.77,0,沉睡客户
16238BA,209,2,3227.8,0,沉睡客户
16239BA,164,3,5108.77,0,沉睡客户
16240BA,155,3,3058.87,0,沉睡客户
16241BA,162,3,2208.67,0,沉睡客户
16242BA,154,2,6167.0,0,沉睡客户
16243BA,46,2,6167.0,0,沉睡客户
16244BA,226,2,3467.0,0,沉睡客户
16245BA,180,3,3590.87,0,沉睡客户
16246BA,156,3,2390.87,0,沉睡客户
16247BA,145,3,2739.87,0,沉睡客户
